entry_id	timestamp_utc	entry_type	project_phase	hypothesis_id	experiment_name	claim_tested	script	command	git_commit	git_dirty	code_diff_summary	host	gpu	python_version	data_root	dataset	subject_ids	task	movie	train_selector	val_selector	test_selector	heldout_policy	leakage_checks	n_train_units	n_val_units	n_test_units	cache_policy	timeline_cache_version	feature_cache_version	model_source	checkpoint	features_to_use	ablation_variable	condition	baseline_entry_id	random_seed	epochs	batch_size	limit_train_batches	loss	optimizer	scheduler	model_config_hash	metric_primary	primary_metric_value	metric_secondary_json	runtime_seconds	result_json_path	artifacts_json	failure_modes	interpretation	claim_status	next_action	reviewer	notes
S0041	2026-05-14T10:32:53Z	run	quality	H015	tribe_late_fusion_integer_timed_train_e01ab_val_e02a	Global convex late fusion of partial modality predictions improves over public full multimodal predictions on held-out available labels	experiments/tribe_late_fusion_ablation.py	see A0126-A0131 command metadata	0151e9a	yes	added global late-fusion ablation harness and tests	ripper-TRX50-AERO-D	CPU	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	e01a,e01b	e02a	n/a	cross-chunk available-label split; fusion weights selected only on e01a/e01b	no Friends S7/OOD hidden labels used; no validation labels used for weight selection	1752	712	0	uses exported public TRIBE modality arrays	release	release	posthoc_on_facebook/tribev2	facebook/tribev2 modality parcel arrays	text,audio,video	late_fusion	global_convex_full_textvideo_audiovideo	S0031	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	delta_val_selected_vs_full	0.001959	{"weights":{"text_video":0.35,"audio_video":0.35,"full":0.30},"val_selected_mean":0.215248,"val_full_mean":0.213289,"broad_all_condition_delta":-0.001085}	3.143855	cache/ablation_results/tribe_late_fusion_integer_timed_train_e01ab_val_e02a_v1.json	{"script":"A0126","test":"A0127","clean_result":"A0128","clean_log":"A0129","broad_result":"A0130","broad_log":"A0131"}	positive delta below meaningful gate	Global convex fusion produced only a small held-out gain, below the +0.01 gate; do not promote.	exploratory_below_gate	try region-wise fusion, then require larger predeclared split if positive	Codex	Local compatibility evidence only, not leaderboard-comparable.
S0042	2026-05-14T10:32:53Z	run	quality	H016	tribe_regionwise_fusion_integer_timed_train_e01ab_val_e02a	Parcel-wise convex late fusion of partial modality predictions improves over public full multimodal predictions on held-out available labels	experiments/tribe_regionwise_fusion_ablation.py	see A0132-A0137 command metadata	0151e9a	yes	added parcel-wise region fusion ablation harness and tests	ripper-TRX50-AERO-D	CPU	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	e01a,e01b	e02a	n/a	cross-chunk available-label split; parcel weights selected only on e01a/e01b	no Friends S7/OOD hidden labels used; no validation labels used for weight selection	1752	712	0	uses exported public TRIBE modality arrays	release	release	posthoc_on_facebook/tribev2	facebook/tribev2 modality parcel arrays	text,audio,video	regionwise_fusion	parcelwise_convex_full_textvideo_audiovideo	S0031	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	delta_val_regionwise_vs_full	0.004637	{"val_regionwise_mean":0.217926,"val_full_mean":0.213289,"mean_weights":{"text_video":0.3477,"audio_video":0.36775,"full":0.26755},"broad_all_condition_delta":-0.001085}	3.276549	cache/ablation_results/tribe_regionwise_fusion_integer_timed_train_e01ab_val_e02a_v1.json	{"script":"A0132","test":"A0133","clean_result":"A0134","clean_log":"A0135","broad_result":"A0136","broad_log":"A0137"}	positive delta below meaningful gate; broader all-condition variant negative	Parcel-wise fusion is the most promising local signal so far, but +0.0046 is below the +0.01 meaningful gate and cannot be claimed as stronger than baseline.	exploratory_below_gate	only revisit with larger predeclared split or official scoring; do not promote now	Codex	Local compatibility evidence only, not leaderboard-comparable.
S0043	2026-05-14T10:37:33Z	run	quality	H016	tribe_regionwise_fusion_loocv_s01_e01ab_e02a	Parcel-wise convex late fusion remains positive and reaches the meaningful gate across leave-one-chunk-out folds	experiments/tribe_regionwise_fusion_ablation.py	see A0138-A0142 command metadata	0151e9a	yes	region-wise fusion harness reused for leave-one-chunk-out folds	ripper-TRX50-AERO-D	CPU	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	two of e01a,e01b,e02a	held-out third of e01a,e01b,e02a	n/a	leave-one-chunk-out over three available train-distribution chunks	no Friends S7/OOD hidden labels used; each fold weights selected without its validation chunk	~1600-1752 per fold	712-876 per fold	0	uses exported public TRIBE modality arrays	release	release	posthoc_on_facebook/tribev2	facebook/tribev2 modality parcel arrays	text,audio,video	regionwise_fusion	loocv_parcelwise_convex_full_textvideo_audiovideo	S0042	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	mean_delta_vs_full	0.004940	{"fold_deltas":{"e01a":0.003469,"e01b":0.006714,"e02a":0.004637},"positive_folds":3,"passes_gate":false,"gate_min_mean_delta":0.01}	10.943994	cache/ablation_results/tribe_regionwise_fusion_loocv_s01_e01ab_e02a_v1.json	{"fold_e01a":"A0138","fold_e01a_log":"A0139","fold_e01b":"A0140","fold_e01b_log":"A0141","summary":"A0142"}	stable positive but sub-threshold; local train-distribution chunks only	Leave-one-chunk-out fusion is positive on all folds but mean delta is only +0.00494, below the +0.01 meaningful gate; do not claim stronger than baseline.	exploratory_below_gate	requires larger predeclared split or fundamentally stronger representation/training change before promotion	Codex	Local compatibility evidence only, not leaderboard-comparable.
S0044	2026-05-14T10:44:34Z	run	quality	H017	tribe_groupwise_fusion_loocv_s01_e01ab_e02a	Network/hemi-network shared late fusion reaches the meaningful gate across leave-one-chunk-out folds	experiments/tribe_groupwise_fusion_ablation.py	see A0143-A0157 command metadata	0151e9a	yes	group-wise fusion harness added and LOOCV aggregate logged	ripper-TRX50-AERO-D	CPU	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	two of e01a,e01b,e02a	held-out third of e01a,e01b,e02a	n/a	leave-one-chunk-out over three available train-distribution chunks	no Friends S7/OOD hidden labels used; each fold group weights selected without its validation chunk	~1600-1752 per fold	712-876 per fold	0	uses exported public TRIBE modality arrays	release	release	posthoc_on_facebook/tribev2	facebook/tribev2 modality parcel arrays	text,audio,video	groupwise_fusion	loocv_hemi_network_and_network_convex_full_textvideo_audiovideo	S0043	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	mean_delta_vs_full_best_mode	0.002438	{"hemi_network_mean_delta":0.002438,"network_mean_delta":0.002331,"hemi_network_fold_deltas":{"e01a":0.000719,"e01b":0.004564,"e02a":0.002031},"network_fold_deltas":{"e01a":0.000697,"e01b":0.004342,"e02a":0.001955},"positive_folds_hemi_network":3,"positive_folds_network":3,"passes_gate":false,"gate_min_mean_delta":0.01}	34.608182	cache/ablation_results/tribe_groupwise_fusion_loocv_s01_e01ab_e02a_v1.json	{"script":"A0143","test":"A0144","hemi_e01a":"A0145","hemi_e01a_log":"A0146","hemi_e01b":"A0147","hemi_e01b_log":"A0148","hemi_e02a":"A0149","hemi_e02a_log":"A0150","network_e01a":"A0151","network_e01a_log":"A0152","network_e01b":"A0153","network_e01b_log":"A0154","network_e02a":"A0155","network_e02a_log":"A0156","summary":"A0157"}	stable positive but smaller than parcel-wise and below meaningful gate	Shared network-level fusion is stable but weaker than parcel-wise fusion; this argues the current fusion gain is small and not a meaningful leaderboard candidate.	exploratory_below_gate	do not promote; next step should be representation/training change or official paired Codabench submission	Codex	Local compatibility evidence only, not leaderboard-comparable.
S0045	2026-05-14T11:01:21Z	run	quality	H018	tribe_frozen_readout_loocv_s01_e01ab_e02a	A subject-specific readout over frozen public TRIBE low-rank features meaningfully improves over the public full average-subject head	experiments/tribe_frozen_readout_ablation.py	see A0158-A0169 command metadata	0151e9a	yes	frozen readout harness added with unit tests and LOOCV aggregate	ripper-TRX50-AERO-D	GPU inference plus CPU ridge	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	two of e01a,e01b,e02a	held-out third of e01a,e01b,e02a	n/a	leave-one-chunk-out over three available train-distribution chunks; ridge alpha selected only inside train chunks	no Friends S7/OOD hidden labels used; validation chunk excluded from feature-readout fit and alpha selection	1588-1752 per fold	712-876 per fold	0	uses cached public TRIBE extractor features and exported public full baseline arrays	release	release	frozen_facebook/tribev2_lowrank	facebook/tribev2 average-subject checkpoint	text,audio,video	subject_adaptation	lowrank_ridge_readout_alpha_inner_loocv	S0043	n/a	n/a	n/a	n/a	n/a	ridge	closed_form_ridge	n/a	mean_delta_vs_full_average_head	0.032820	{"fold_deltas":{"e01a":0.032913,"e01b":0.037097,"e02a":0.028450},"fold_readout_means":{"e01a":0.199632,"e01b":0.235095,"e02a":0.241738},"fold_baseline_means":{"e01a":0.166720,"e01b":0.197998,"e02a":0.213289},"selected_alpha_all_folds":1000.0,"positive_folds":3,"passes_local_gate":true,"gate_min_mean_delta":0.01,"n_scored_units_common_with_baseline":983}	205.403371	cache/ablation_results/tribe_frozen_readout_loocv_s01_e01ab_e02a_v1.json	{"script":"A0158","test":"A0159","fold_e01a":"A0160","fold_e01a_log":"A0161","fold_e01b":"A0162","fold_e01b_log":"A0163","fold_e02a":"A0164","fold_e02a_log":"A0165","features_e01a":"A0166","features_e01b":"A0167","features_e02a":"A0168","summary":"A0169"}	local train-distribution chunks only; available-label proxy not official hidden leaderboard	Subject-specific frozen readout is the first local candidate to clear the meaningful gate against the real public TRIBE average-head baseline; promote to larger predeclared split and official-format submission path before leaderboard claim.	supported_local	scale to more chunks/subjects and implement official hidden submission generation for the readout	Codex	Local compatibility evidence only, not leaderboard-comparable.
S0046	2026-05-14T11:07:13Z	run	quality	H019	tribe_prediction_ridge_loocv_s01_e01ab_e02a	A supervised ridge calibration over public TRIBE average-head predictions meaningfully improves over the same public full average-subject head	experiments/tribe_prediction_ridge_baseline.py	see A0170-A0177 command metadata	0151e9a	yes	matched prediction-ridge calibration baseline added	ripper-TRX50-AERO-D	CPU	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	two of e01a,e01b,e02a	held-out third of e01a,e01b,e02a	n/a	leave-one-chunk-out over three available train-distribution chunks; ridge alpha selected only inside train chunks	no Friends S7/OOD hidden labels used; validation chunk excluded from calibration fit and alpha selection	1588-1752 per fold	712-876 per fold	0	uses exported public full baseline arrays	release	release	posthoc_on_facebook/tribev2_predictions	facebook/tribev2 average-subject checkpoint	text,audio,video	subject_adaptation	prediction_ridge_calibration_alpha_inner_loocv	S0045	n/a	n/a	n/a	n/a	n/a	ridge	closed_form_ridge	n/a	mean_delta_vs_full_average_head	0.028392	{"fold_deltas":{"e01a":0.024777,"e01b":0.039412,"e02a":0.020986},"fold_calibrated_means":{"e01a":0.191497,"e01b":0.237410,"e02a":0.234275},"fold_baseline_means":{"e01a":0.166720,"e01b":0.197998,"e02a":0.213289},"positive_folds":3,"passes_local_gate":true,"gate_min_mean_delta":0.01,"lowrank_readout_mean_delta":0.032820,"lowrank_minus_prediction_ridge_mean_delta":0.004428,"lowrank_minus_prediction_ridge_fold_deltas":{"e01a":0.008136,"e01b":-0.002315,"e02a":0.007463}}	155.435954	cache/ablation_results/tribe_prediction_ridge_loocv_s01_e01ab_e02a_v1.json	{"script":"A0170","fold_e01a":"A0171","fold_e01a_log":"A0172","fold_e01b":"A0173","fold_e01b_log":"A0174","fold_e02a":"A0175","fold_e02a_log":"A0176","summary":"A0177"}	local train-distribution chunks only; available-label proxy not official hidden leaderboard	Matched supervised prediction-ridge control also clears the local gate, so the robust supported claim is supervised subject adaptation over public TRIBE outputs; the extra low-rank-readout advantage is small and mixed across folds.	supported_local	scale subject adaptation and compare low-rank versus prediction-ridge on more chunks/subjects before choosing hidden-submission method	Codex	Local compatibility evidence only, not leaderboard-comparable.
S0047	2026-05-14T11:49:35Z	run	quality	H020	pretrained_tribe_text_audio_video_s01e02b_parcel_approx_v1	Public full TRIBE baseline array for s01e02b is available for episode-heldout local comparison	experiments/eval_pretrained_tribe_algonauts.py	see A0185-A0187 command metadata	0151e9a	yes	added episode/metadata guards and maintained research logs	ripper-TRX50-AERO-D	GPU0	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	n/a	e02b	n/a	available-label local proxy baseline materialization	no Friends S7/OOD hidden labels used; same evaluator and sidecar metadata recorded	0	712	0	cold public TRIBE full multimodal feature extraction for e02b	release	release	public_facebook/tribev2_average_head	facebook/tribev2	text,audio,video	baseline_materialization	full_multimodal_e02b	S0031	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	mean_pearson	0.223898	{"n_finite_target_rows":712,"n_nonempty_projected_parcels":983,"metric_space":"approx_projected_schaefer1000_parcel_1hz_interpolated_targets"}	2254.550834	cache/ablation_results/pretrained_tribe_text_audio_video_s01e02b_parcel_approx_v1.json	{"result":"A0185","arrays":"A0186","log":"A0187"}	none	Public full baseline for e02b completes the second episode needed for a stricter local subject-adaptation comparison.	supported_proxy	use in episode-heldout readout and prediction-ridge calibration	Codex	Local compatibility evidence only, not leaderboard-comparable.
S0048	2026-05-14T11:55:00Z	run	quality	H021	tribe_subject_adaptation_episode_holdout_s01_e01_e02	Supervised subject adaptation over public TRIBE improves over the public full average head under complete-episode local holdout	experiments/tribe_frozen_readout_ablation.py;experiments/tribe_prediction_ridge_baseline.py	see A0188-A0197 command metadata	0151e9a	yes	added episode split rejection, baseline metadata checks, and feature cache metadata	ripper-TRX50-AERO-D	GPU1 plus CPU ridge	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	e01a,e01b or e02a,e02b	held-out opposite complete episode halves	n/a	bidirectional complete-episode available-label local proxy	episode-level train/val disjointness enforced; baseline sidecars validate checkpoint/features/metric/offset; alpha selected only inside train episode; no hidden labels	1424-1752 per fold	1424-1752 per fold	0	uses exported public full baseline arrays and cached public TRIBE extractor features	release	release	frozen_lowrank_and_posthoc_prediction_calibration_on_facebook/tribev2	facebook/tribev2	text,audio,video	subject_adaptation	episode_holdout_lowrank_vs_prediction_ridge	S0046	n/a	n/a	n/a	n/a	n/a	ridge	closed_form_ridge	n/a	lowrank_mean_delta_vs_full_average_head	0.041123	{"prediction_ridge_mean_delta_vs_full":0.039428,"lowrank_minus_prediction_ridge_mean":0.001695,"folds":{"train_e01_val_e02":{"baseline":0.218537,"lowrank":0.259015,"prediction_ridge":0.255212},"train_e02_val_e01":{"baseline":0.181691,"lowrank":0.223459,"prediction_ridge":0.223872}},"passes_subject_adaptation_gate_vs_raw_baseline":true,"passes_lowrank_specific_gate_vs_prediction_ridge":false}	352.590699	cache/ablation_results/tribe_subject_adaptation_episode_holdout_s01_e01_e02_v1.json	{"lowrank_features_e02b":"A0188","lowrank_e01_to_e02":"A0189","lowrank_e01_to_e02_log":"A0190","lowrank_e02_to_e01":"A0191","lowrank_e02_to_e01_log":"A0192","prediction_ridge_e01_to_e02":"A0193","prediction_ridge_e01_to_e02_log":"A0194","prediction_ridge_e02_to_e01":"A0195","prediction_ridge_e02_to_e01_log":"A0196","summary":"A0197"}	low-rank-specific improvement over prediction-ridge below gate; local 1Hz interpolated-label proxy not official hidden score	Supervised subject adaptation is now supported under a stronger local episode-heldout protocol, but the simplest prediction-ridge control explains almost all of the gain; do not claim a distinct low-rank model improvement or leaderboard win.	supported_local_episode_proxy	move to native-TR scoring, more subjects, and paired official-format hidden submissions with prediction-ridge as the current candidate	Codex	Local compatibility evidence only, not leaderboard-comparable.
S0049	2026-05-14T12:08:00Z	run	quality	H022	tribe_native_tr_subject_adaptation_episode_holdout_s01_e01_e02	Supervised subject adaptation over public TRIBE remains meaningful when scored on native fMRI TR rows	experiments/tribe_native_tr_subject_adaptation.py	see A0199-A0205 command metadata	0151e9a	yes	added native-TR subject-adaptation harness and tests	ripper-TRX50-AERO-D	CPU ridge over cached arrays	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	e01a,e01b or e02a,e02b	held-out opposite complete episode halves	n/a	bidirectional complete-episode available-label local proxy on native fMRI TR rows	episode-level train/val disjointness enforced; baseline sidecars validate checkpoint/features/metric/offset; low-rank feature caches validate metadata; alpha selected only inside train episode; no hidden labels	964-1184 per fold	964-1184 per fold	0	uses exported public full baseline arrays and cached public TRIBE low-rank features resampled to native TR rows	release	release	native_tr_posthoc_subject_adaptation_on_facebook/tribev2	facebook/tribev2	text,audio,video	subject_adaptation	native_tr_lowrank_vs_prediction_ridge	S0048	n/a	n/a	n/a	n/a	n/a	ridge	closed_form_ridge	n/a	lowrank_mean_delta_vs_full_average_head	0.037522	{"prediction_ridge_mean_delta_vs_full":0.036996,"lowrank_minus_prediction_ridge_mean":0.000525,"folds":{"train_e01_val_e02":{"baseline":0.204723,"lowrank":0.240649,"prediction_ridge":0.238402},"train_e02_val_e01":{"baseline":0.168684,"lowrank":0.207801,"prediction_ridge":0.208997}},"passes_subject_adaptation_gate_vs_raw_baseline":true,"passes_lowrank_specific_gate_vs_prediction_ridge":false}	353.628501	cache/ablation_results/tribe_native_tr_subject_adaptation_episode_holdout_s01_e01_e02_v1.json	{"script":"A0199","test":"A0200","native_e01_to_e02":"A0201","native_e01_to_e02_log":"A0202","native_e02_to_e01":"A0203","native_e02_to_e01_log":"A0204","summary":"A0205"}	low-rank-specific improvement over prediction-ridge below gate; available-label local proxy not official hidden score	Native-TR scoring strengthens the local subject-adaptation evidence while further weakening a low-rank-specific claim; prediction-ridge calibration remains the practical candidate.	supported_local_native_tr	scale native-TR subject adaptation to more subjects/episodes and prepare paired official-format hidden submissions	Codex	Local native-TR evidence only, not leaderboard-comparable.
S0050	2026-05-14T12:20:00Z	run	quality	H023	tribe_native_tr_subject_adaptation_sub01_sub02_episode_holdout_s01_e01_e02	Supervised subject adaptation over public TRIBE remains meaningful across two subjects on native fMRI TR rows	experiments/tribe_native_tr_subject_adaptation.py	see A0207-A0231 command metadata	0151e9a	yes	materialized sub-02 labels and scaled native-TR protocol to two subjects	ripper-TRX50-AERO-D	GPU for cache materialization plus CPU ridge	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01,sub-02	friends	s01	e01a,e01b or e02a,e02b	held-out opposite complete episode halves	n/a	bidirectional complete-episode available-label local proxy on native fMRI TR rows; aggregated across two subjects	episode-level train/val disjointness enforced; baseline sidecars validate checkpoint/features/metric/offset; low-rank feature caches validate metadata; alpha selected only inside train episode; no hidden labels	964-1184 per fold per subject	964-1184 per fold per subject	0	uses exported public full baseline arrays and cached public TRIBE low-rank features resampled to native TR rows; sub-02 fMRI/atlas materialized through git-annex	release	release	native_tr_posthoc_subject_adaptation_on_facebook/tribev2	facebook/tribev2	text,audio,video	subject_adaptation	two_subject_native_tr_lowrank_vs_prediction_ridge	S0049	n/a	n/a	n/a	n/a	n/a	ridge	closed_form_ridge	n/a	prediction_ridge_mean_delta_vs_full_average_head	0.039185	{"lowrank_mean_delta_vs_full":0.039193,"lowrank_minus_prediction_ridge_mean":0.000007,"subject_deltas":{"sub-01":{"prediction_ridge":0.036996,"lowrank":0.037522,"lowrank_minus_prediction_ridge":0.000525},"sub-02":{"prediction_ridge":0.041374,"lowrank":0.040864,"lowrank_minus_prediction_ridge":-0.000511}},"passes_subject_adaptation_gate_vs_raw_baseline":true,"passes_lowrank_specific_gate_vs_prediction_ridge":false}	704.161649	cache/ablation_results/tribe_native_tr_subject_adaptation_sub-01_sub-02_episode_holdout_s01_e01_e02_v1.json	{"sub02_git_annex":"A0207","sub02_baselines":"A0208-A0219","sub02_lowrank_cache_run":"A0220","sub02_lowrank_log":"A0221","sub02_lowrank_features":"A0222-A0225","sub02_native_e01_to_e02":"A0226","sub02_native_e01_to_e02_log":"A0227","sub02_native_e02_to_e01":"A0228","sub02_native_e02_to_e01_log":"A0229","sub02_summary":"A0230","two_subject_summary":"A0231"}	low-rank-specific improvement over prediction-ridge effectively zero; local available-label proxy not official hidden score	Two-subject native-TR evidence supports supervised subject-specific calibration as a meaningful improvement over the raw public average head; it selects prediction-ridge calibration as the simpler current candidate and rejects a low-rank-specific claim.	supported_local_native_tr	scale to sub-03/sub-05 and produce paired official-format hidden submissions for raw public head and calibrated candidate	Codex	Local native-TR evidence only, not leaderboard-comparable.
S0051	2026-05-14T13:31:00Z	run	quality	H023	tribe_native_tr_subject_adaptation_sub01_sub02_sub03_sub05_episode_holdout_s01_e01_e02	Supervised subject adaptation over public TRIBE remains meaningful across four subjects on native fMRI TR rows	experiments/eval_pretrained_tribe_algonauts.py;experiments/tribe_frozen_readout_ablation.py;experiments/tribe_native_tr_subject_adaptation.py	see A0232-A0249 command metadata	0151e9a	yes	recovered interrupted sub-03/sub-05 scale-out and added four-subject aggregate	ripper-TRX50-AERO-D	GPU1 for cache materialization plus CPU ridge	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01,sub-02,sub-03,sub-05	friends	s01	e01a,e01b or e02a,e02b	held-out opposite complete episode halves	n/a	bidirectional complete-episode available-label local proxy on native fMRI TR rows; aggregated across four subjects	episode-level train/val disjointness enforced; baseline sidecars validate checkpoint/features/metric/offset; low-rank feature caches validate metadata; alpha selected only inside train episode; no hidden labels	964-1184 per fold per subject	964-1184 per fold per subject	0	uses exported public full baseline arrays and cached public TRIBE low-rank features resampled to native TR rows; sub-03/sub-05 fMRI and atlases materialized through git-annex	release	release	native_tr_posthoc_subject_adaptation_on_facebook/tribev2	facebook/tribev2	text,audio,video	subject_adaptation	four_subject_native_tr_lowrank_vs_prediction_ridge	S0050	n/a	n/a	n/a	n/a	n/a	ridge	closed_form_ridge	n/a	prediction_ridge_mean_delta_vs_full_average_head	0.040016	{"lowrank_mean_delta_vs_full":0.040057,"lowrank_minus_prediction_ridge_mean":0.000041,"subject_deltas":{"sub-01":{"prediction_ridge":0.036996,"lowrank":0.037522,"lowrank_minus_prediction_ridge":0.000525},"sub-02":{"prediction_ridge":0.041374,"lowrank":0.040864,"lowrank_minus_prediction_ridge":-0.000511},"sub-03":{"prediction_ridge":0.052475,"lowrank":0.052508,"lowrank_minus_prediction_ridge":0.000032},"sub-05":{"prediction_ridge":0.029219,"lowrank":0.029336,"lowrank_minus_prediction_ridge":0.000117}},"passes_subject_adaptation_gate_vs_raw_baseline":true,"passes_lowrank_specific_gate_vs_prediction_ridge":false}	751.900699	cache/ablation_results/tribe_native_tr_subject_adaptation_sub-01_sub-02_sub-03_sub-05_episode_holdout_s01_e01_e02_v1.json	{"sub03_sub05_git_annex":"A0232","sub03_baselines":"A0233-A0235","sub05_baselines":"A0236-A0238","sub03_lowrank_cache":"A0239-A0242","sub03_native":"A0243-A0244","sub05_lowrank_cache":"A0245-A0246","sub05_native":"A0247-A0248","four_subject_summary":"A0249"}	first sub-03 frozen-readout command missed PYTHONPATH and failed before experiment execution; successful rerun logged as A0241	Four-subject native-TR evidence supports supervised subject-specific calibration as a meaningful local improvement over the raw public average head. Low-rank and prediction-ridge remain effectively tied, so prediction-ridge remains the simpler practical candidate.	supported_local_native_tr	produce paired official-format hidden submissions for raw public head and prediction-ridge candidate; do not claim leaderboard win before Codabench scoring	Codex	Local native-TR evidence only, not leaderboard-comparable.
S0052	2026-05-15T01:21:06Z	smoke	submission_harness	H024	tribe_prediction_ridge_friends_s7_sub01_s07e01a	Subject-specific prediction-ridge calibration can be applied to official-format hidden-stimulus predictions without hidden labels	experiments/calibrate_tribe_submission.py	PYTHONPATH=. ./venv/bin/python experiments/calibrate_tribe_submission.py --raw-submission cache/submissions/tribe_full_friends_s7_sub01_s07e01a_v1.npy --out cache/submissions/tribe_prediction_ridge_friends_s7_sub01_s07e01a_v1.npy --zip-out cache/submissions/tribe_prediction_ridge_friends_s7_sub01_s07e01a_v1.zip --manifest-out cache/submissions/tribe_prediction_ridge_friends_s7_sub01_s07e01a_manifest_v1.json	0151e9a	yes	added calibrated submission harness and tests	ripper-TRX50-AERO-D	CPU BLAS ridge solve over cached arrays	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends-s7	s07	s01e01a,s01e01b,s01e02a,s01e02b	hidden s07e01a prediction file	n/a	official-format hidden-stimulus prediction smoke; no hidden fMRI labels loaded	alpha selected by complete-episode inner folds on available s01e01/s01e02 labels; hidden prediction array used only as unlabeled model output	2148 train rows	460 hidden prediction rows	0	uses cached public TRIBE raw hidden prediction file and cached available-label public TRIBE baselines	release	release	posthoc_prediction_ridge_on_hidden_submission_predictions	facebook/tribev2	text,audio,video	submission_calibration	prediction_ridge_calibrated_hidden_submission	S0051	n/a	n/a	n/a	n/a	n/a	ridge	closed_form_ridge	n/a	shape_finite	(460,1000);finite	{"selected_alpha":100.0,"n_calibrated_units":983,"uncalibrated_units_preserved":17,"raw_mean":-0.003855,"calibrated_mean":0.000637,"mean_abs_delta_vs_raw":0.118763,"focused_tests":"8/8"}	3.310866	cache/submissions/tribe_prediction_ridge_friends_s7_sub01_s07e01a_manifest_v1.json	{"script":"A0251","test":"A0252","submission_npy":"A0253","submission_zip":"A0254","manifest":"A0255","calibrator":"A0256","log":"A0257"}	smoke covers one hidden item only; no Codabench score yet	Calibrated submission path is viable and fast once raw hidden predictions exist. This supports the next iteration mechanics but is not an accuracy claim or leaderboard result.	supported_smoke	scale raw/candidate paired generation to all materialized Friends S7/OOD items and submit through Codabench	Codex	No hidden labels were loaded; manifest records train-run provenance and alpha selection.
S0053	2026-05-19T07:32:48Z	blocked	baseline	H001-S	tribe_faithful_retrain_smoke	Faithful local TRIBE retrain skeleton can run end-to-end on tiny full-modality sub-01 two-episode smoke	experiments/tribe_faithful_retrain.py	PATH=/home/ripper/ACTi_cognition/venv/bin:$PATH PYTHONPATH=. CUDA_VISIBLE_DEVICES=0 timeout 3600s python experiments/tribe_faithful_retrain.py --subjects sub-01 --episodes s01e01 s01e02 --seeds 33 --tiny-model --limit-train-batches 1	eff2247	yes	added faithful retrain harness and fixed split transform replacement	ripper-TRX50-AERO-D	GPU0 RTX PRO 6000 Blackwell Max-Q	Python 3.12.3	/home/ripper/data/tribe_benchmarks	Algonauts2025	sub-01	friends	s01	s01e01a,s01e01b	s01e02a,s01e02b	n/a	complete-episode smoke; train e01 val e02	AssignSplitByEpisode held out both e02 halves; no hidden labels; training not reached	2 train timelines; 3229 train words	2 val timelines; 2455 val words	0	cold h001 feature/timeline cache; stopped before completion; partial cache persisted	h001_faithful_retrain_v1	h001_faithful_retrain_v1	local faithful retrain from scratch	n/a	text,audio,video	retrain_harness	full_modality_cold_cache_smoke	none	33	15	2	1	MSELoss	Adam	OneCycleLR	n/a	pytest_pass	blocked_budget_cold_video	{"focused_tests":"11/11","event_split":"train s01e01, val s01e02","completed_before_stop":["text_features","audio_features","one_video_window"],"projected_video_seconds":7149}	1518	cache/ablation_results/tribe_faithful_retrain_H001-S_blocked_20260519T073248Z.json	{"script":"A0259","test":"A0260","result_json":"A0261","manifest":"A0262","config_crash_log":"A0263","budget_stop_log":"A0264"}	initial split config crash; projected budget breach in cold video extraction; stopped before training/shape gate	The harness and tests are in place, and the intended episode-disjoint split reached real feature preparation. The predeclared full-modality cold-cache smoke is under-budgeted because video extraction projects beyond the 1h 2x budget before training, so no shape/finite model-output gate can be claimed.	blocked	downgrade H001-S to reuse an audited feature cache or split feature warmup from retrain smoke before rerunning	Codex	Used /home/ripper/ACTi_cognition/venv because ./venv is absent in this checkout; research command was pinned to GPU0 and did not use GPU1.
